# FocusGlobe native-language review coverage. Generated and updated by
# Tools/review_manifest.py -- run `sync` after changing any translation table.
#
# R = a native-speaker judgement was made on THIS key in THIS language and the
#     value was then deliberately kept or rewritten. - = not yet.
# Passing localization_audit.py is NOT review; see the script's docstring.
catalog	area	key	english	context	es	pt-BR	fr	it	de	nl	ru	ro	zh-Hans	hi
app	store-passport-friends-settings	Decline crew request	Decline crew request	FriendsView.swift:250	R	R	R	R	R	R	R	R	R	R
app	content	Deep Space	Deep Space	PassportView.swift:509	R	R	R	R	R	R	R	R	R	R
app	passport	Deep Space Pilot	Deep Space Pilot	PassportView.swift:509	R	R	R	R	R	R	R	R	R	R
app	names	Default	Default	BalloonSkin.swift:69	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Default blocked apps	Default blocked apps	FocusShieldSettingsSection.swift:30	R	R	R	R	R	R	R	R	R	R
app	app-chrome	Delete Online Data	Delete Online Data	SettingsView.swift:609	-	-	-	-	-	-	-	-	-	-
app	store-passport-friends-settings	Delete Online Data?	Delete Online Data?	SettingsView.swift:630	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Delete online data	Delete online data	SettingsView.swift:631	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Delete your FocusGlobe Online data	Delete your FocusGlobe Online data	SettingsView.swift:577	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Deletes flights, coins, streaks, unlocks and your profile on this device. The app returns to first launch.	Deletes flights, coins, streaks, unlocks and your profile on this device. The app returns to first launch.	SettingsView.swift:523	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Deleting removes the following from FocusGlobe Online:	Deleting removes the following from FocusGlobe Online:	SettingsView.swift:581	R	R	R	R	R	R	R	R	R	R
app	extracted	Deleting…	Deleting…	SettingsView.swift:609	-	-	-	-	-	-	-	-	-	-
app	content	Desert Night	Desert Night	PassportView.swift:505	R	R	R	R	R	R	R	R	R	R
app	passport	Desert Stargazer	Desert Stargazer	PassportView.swift:504	R	R	R	R	R	R	R	R	R	R
app	extracted	Destination	Destination	The city a focus flight is heading to.	-	-	-	-	-	-	-	-	-	-
app	app-chrome	Detect where you are	Detect where you are	LocationPickerView.swift:108	-	-	-	-	-	-	-	-	-	-
app	names	Developer	Developer	SettingsView.swift:487	R	R	R	R	R	R	R	R	R	R
app	store-items	Digital Flip Clock	Digital Flip Clock	StoreItem.swift:505	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Disable for this flight	Disable for this flight	FocusShieldPickerView.swift:13	R	R	R	R	R	R	R	R	R	R
app	passport	Discovered skies	Discovered skies	PassportView.swift:403	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Dismiss message	Dismiss message	FriendsView.swift:96	R	R	R	R	R	R	R	R	R	R
app	flight	Distractions grounded for the flight	Distractions grounded for the flight	FlightSetup.swift:1234	R	R	R	R	R	R	R	R	R	R
app	onboarding	Done	Done	FlightSetup.swift:1194	R	R	R	R	R	R	R	R	R	R
app	home-flight	Double to	Double to	LandingView.swift:181	R	R	R	R	R	R	R	R	R	R
app	home-flight	Double your Coins for your next study hour once equipped.	Double your Coins for your next study hour once equipped.	CoinRewardsView.swift:388	R	R	R	R	R	R	R	R	R	R
app	home-flight	Double-tap to seal the page and begin the expedition	Double-tap to seal the page and begin the expedition	BoardingView.swift:129	R	R	R	R	R	R	R	R	R	R
app	misc	Drift through falling starlight	Drift through falling starlight	HomeView.swift:969	R	R	R	R	R	R	R	R	R	R
app	content	Drifts on mist	Drifts on mist	Vehicle.swift:36	R	R	R	R	R	R	R	R	R	R
app	extracted	EARNINGS	EARNINGS	CoinRewardsView.swift:415	-	-	-	-	-	-	-	-	-	-
app	use-site-review	ENDLESS	ENDLESS	FlightSetup.swift:622	R	R	R	R	R	R	R	R	R	R
app	paywall	EXCLUSIVE SKY	EXCLUSIVE SKY	PaywallView.swift:1094	R	R	R	R	R	R	R	R	R	R
app	extracted	EXPEDITION	EXPEDITION	BoardingView.swift:284	-	-	-	-	-	-	-	-	-	-
app	store-passport-friends-settings	Each link admits one new pilot, then expires — share a fresh one per friend. Copy Link lives inside the share sheet.	Each link admits one new pilot, then expires — share a fresh one per friend. Copy Link lives inside the share sheet.	InvitePeopleView.swift:240	R	R	R	R	R	R	R	R	R	R
app	passport	Early Bird	Early Bird	PassportView.swift:492	R	R	R	R	R	R	R	R	R	R
app	flight	Earn 10 Focus Coins	Earn 10 Focus Coins	AppModel.swift:1692	R	R	R	R	R	R	R	R	R	R
app	passport	Earn 100 Focus Coins from your flights.	Earn 100 Focus Coins from your flights.	PassportView.swift:512	R	R	R	R	R	R	R	R	R	R
app	paywall	Earn 2× Coins	Earn 2× Coins	AppRouter.swift:297	R	R	R	R	R	R	R	R	R	R
app	extracted	Earned	Earned	PassportView.swift:662	-	-	-	-	-	-	-	-	-	-
app	names	Earth	Earth	BalloonSkin.swift:122	R	R	R	R	R	R	R	R	R	R
app	app-chrome	Easy late-night jazz for long flights.	Easy late-night jazz for long flights.	OnboardingView.swift:920	-	-	-	-	-	-	-	-	-	-
app	extracted	Edit	Edit	FlightSetup.swift:1457	-	-	-	-	-	-	-	-	-	-
app	extracted	Edit %@	Edit %@		-	-	-	-	-	-	-	-	-	-
app	store-passport-friends-settings	Edit name	Edit name	SettingsView.swift:194	R	R	R	R	R	R	R	R	R	R
app	names	Emoji	Emoji	BalloonSkin.swift:113	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Enable Focus Shield	Enable Focus Shield	FocusShieldPickerView.swift:165	R	R	R	R	R	R	R	R	R	R
app	app-chrome	Enable in Settings	Enable in Settings	FocusShieldBoardingRow.swift:72	-	-	-	-	-	-	-	-	-	-
app	flight	Endless flight	Endless flight	FlightSetup.swift:629	R	R	R	R	R	R	R	R	R	R
app	home-flight	Ends this flight now. Its progress and rewards are not kept.	Ends this flight now. Its progress and rewards are not kept.	LeaveFlightConfirmation.swift:136	R	R	R	R	R	R	R	R	R	R
app	paywall	Enjoy all PRO features and content	Enjoy all PRO features and content	PaywallView.swift:1364	R	R	R	R	R	R	R	R	R	R
app	use-site-review	Equip	Equip	Button: start using this balloon skin.	R	R	R	R	R	R	R	R	R	R
app	use-site-review	Equipped	Equipped	State: this balloon skin is the one in use.	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Erase everything	Erase everything	SettingsView.swift:518	R	R	R	R	R	R	R	R	R	R
app	extracted	Estimated flight · %@	Estimated flight · %@		-	-	-	-	-	-	-	-	-	-
app	home-flight	Every expedition you've taken	Every expedition you've taken	HistoryView.swift:12	R	R	R	R	R	R	R	R	R	R
app	home-flight	Every gold square is a day you truly focused. Keep the sky lit.	Every gold square is a day you truly focused. Keep the sky lit.	StreakDetailsView.swift:92	R	R	R	R	R	R	R	R	R	R
app	paywall	Exclusive Skies	Exclusive Skies	AppRouter.swift:417	R	R	R	R	R	R	R	R	R	R
app	paywall	Exclusive Skies, premium collectibles, and every way to focus.	Exclusive Skies, premium collectibles, and every way to focus.	AppRouter.swift:329	R	R	R	R	R	R	R	R	R	R
app	paywall	Exclusive Skins & Items	Exclusive Skins & Items	AppRouter.swift:421	R	R	R	R	R	R	R	R	R	R
app	names	Exercise	Exercise	FocusConsistency.swift:242	R	R	R	R	R	R	R	R	R	R
app	home-flight	Expeditions are being charted for your region	Expeditions are being charted for your region	RouteSelectionView.swift:239	R	R	R	R	R	R	R	R	R	R
app	names	Experience	Experience	SettingsView.swift:286	R	R	R	R	R	R	R	R	R	R
app	paywall	Explore Exclusive Skies	Explore Exclusive Skies	AppRouter.swift:312	R	R	R	R	R	R	R	R	R	R
app	flight	Exterior view	Exterior view	FocusSessionView.swift:1219	R	R	R	R	R	R	R	R	R	R
app	home-flight	FLIGHT CONTROLS	FLIGHT CONTROLS	FocusSessionView.swift:1213	R	R	R	R	R	R	R	R	R	R
app	flight	FLIGHT ID	FLIGHT ID	FlightSetup.swift:1652	R	R	R	R	R	R	R	R	R	R
app	flight	FLIGHT TIME	FLIGHT TIME	FlightSetup.swift:624	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	FOCUS GRID	FOCUS GRID	WidgetGallery.swift:270	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	FOCUS NOW	FOCUS NOW	WidgetGallery.swift:220	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	FOCUS SHIELD	FOCUS SHIELD	FocusShieldBoardingRow.swift:35	R	R	R	R	R	R	R	R	R	R
app	paywall	FREE	FREE	WidgetGallery.swift:129	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Favorite sky	Favorite sky		R	R	R	R	R	R	R	R	R	R
app	onboarding	Feeling overwhelmed	Feeling overwhelmed	OnboardingView.swift:972	R	R	R	R	R	R	R	R	R	R
app	store-items	Festive Ornament	Festive Ornament	StoreItem.swift:443	R	R	R	R	R	R	R	R	R	R
app	content	Festive cheer	Festive cheer	BalloonSkin.swift:117	R	R	R	R	R	R	R	R	R	R
app	content	Fiji Lagoon	Fiji Lagoon	PassportView.swift:496	R	R	R	R	R	R	R	R	R	R
app	passport	Fiji Pilot	Fiji Pilot	PassportView.swift:496	R	R	R	R	R	R	R	R	R	R
app	onboarding	Finalizing results…	Finalizing results…	OnboardingPlanScreens.swift:54	R	R	R	R	R	R	R	R	R	R
app	paywall	Find Your Focus Sound	Find Your Focus Sound	AppRouter.swift:315	R	R	R	R	R	R	R	R	R	R
app	passport	Finish a single focus flight of 25 minutes or more.	Finish a single focus flight of 25 minutes or more.	PassportView.swift:468	R	R	R	R	R	R	R	R	R	R
app	online	Finishing your online profile — please try again in a moment.	Finishing your online profile — please try again in a moment.	OnlineError.swift:33	R	R	R	R	R	R	R	R	R	R
app	passport	First Flight	First Flight	PassportView.swift:465	R	R	R	R	R	R	R	R	R	R
app	onboarding	First flight	First flight	OnboardingPlanScreens.swift:1094	R	R	R	R	R	R	R	R	R	R
app	app-chrome	First flight length	First flight length	OnboardingView.swift:411	-	-	-	-	-	-	-	-	-	-
app	home-flight	Flight Mode	Flight Mode	FlightSetup.swift:177	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Flight Participants	Flight Participants	OnlineLobbyView.swift:60	R	R	R	R	R	R	R	R	R	R
app	passport	Flight ambience	Flight ambience	PassportView.swift:564	R	R	R	R	R	R	R	R	R	R
app	flight	Flight controls	Flight controls	FocusSessionView.swift:776	R	R	R	R	R	R	R	R	R	R
app	passport	Flight logbook	Flight logbook	PassportView.swift:170	R	R	R	R	R	R	R	R	R	R
app	flight	Flight progress	Flight progress	LeaveFlightConfirmation.swift:58	R	R	R	R	R	R	R	R	R	R
app	flight	Flight time	Flight time	FlightSetup.swift:600	R	R	R	R	R	R	R	R	R	R
app	names	Flights	Flights		R	R	R	R	R	R	R	R	R	R
app	content	Floor · Right	Floor · Right	StoreItem.swift:56	R	R	R	R	R	R	R	R	R	R
app	names	Fly	Fly	LandingView.swift:152	R	R	R	R	R	R	R	R	R	R
app	names	Fly %@ any time.	Fly %@ any time.	HomeView.swift:998	R	R	R	R	R	R	R	R	R	R
app	paywall	Fly Together	Fly Together	AppRouter.swift:319	R	R	R	R	R	R	R	R	R	R
app	passport	Fly a Private flight with a friend who joined your invite.	Fly a Private flight with a friend who joined your invite.	PassportView.swift:518	R	R	R	R	R	R	R	R	R	R
app	onboarding	Fly again tomorrow and grow your Streak	Fly again tomorrow and grow your Streak	OnboardingPlanScreens.swift:1112	R	R	R	R	R	R	R	R	R	R
app	paywall	Fly the Skies reserved for FocusGlobe PRO members.	Fly the Skies reserved for FocusGlobe PRO members.	AppRouter.swift:330	R	R	R	R	R	R	R	R	R	R
app	online	Fly this journey together	Fly this journey together	FocusSessionView.swift:1357	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Fly together — earn 2×	Fly together — earn 2×	FriendsView.swift:473	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Fly with a friend to earn 2× Focus Coins.	Fly with a friend to earn 2× Focus Coins.	FriendsView.swift:429	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Fly with other pilots — you appear only as an anonymous alias	Fly with other pilots — you appear only as an anonymous alias	OnlineFriendsSettingsSection.swift:49	R	R	R	R	R	R	R	R	R	R
app	online	Fly with others	Fly with others	OnlineSignInView.swift:30	R	R	R	R	R	R	R	R	R	R
app	extracted	Flying	Flying	Badge on the balloon skin the pilot has EQUIPPED — 'in use', not 'in flight'. Shown only when equipped.	-	-	-	-	-	-	-	-	-	-
app	onboarding	Focus	Focus	AppLogo.swift:52	R	R	R	R	R	R	R	R	R	R
app	names	Focus %lld minutes to unlock %@ — free, just keep flying.	Focus %lld minutes to unlock %@ — free, just keep flying. | plural: Focus %1$lld minutes to unlock %2$@ — free, just keep flying.		R	R	R	R	R	R	R	R	R	R
app	flight	Focus 30 minutes	Focus 30 minutes	AppModel.swift:1687	R	R	R	R	R	R	R	R	R	R
app	passport	Focus Coin Saver	Focus Coin Saver	PassportView.swift:511	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Focus Coins	Focus Coins	LandingView.swift:121	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Focus Coins earned	Focus Coins earned	PassportView.swift:263	R	R	R	R	R	R	R	R	R	R
app	passport	Focus Consistency	Focus Consistency	PassportView.swift:94	R	R	R	R	R	R	R	R	R	R
app	flight	Focus Flight	Focus Flight	FocusSessionRecord.swift:89	R	R	R	R	R	R	R	R	R	R
app	names	Focus Grid	Focus Grid	WidgetGallery.swift:34	R	R	R	R	R	R	R	R	R	R
app	app-chrome	Focus Music	Focus Music	JourneyAudioOption.swift:61	-	-	-	-	-	-	-	-	-	-
app	names	Focus Now	Focus Now	WidgetGallery.swift:29	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Focus Now, medium size preview	Focus Now, medium size preview	WidgetGallery.swift:406	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Focus Shield	Focus Shield	FocusShieldControl.swift:23	R	R	R	R	R	R	R	R	R	R
app	app-chrome	Focus Shield active	Focus Shield active	FocusShieldControl.swift:23	-	-	-	-	-	-	-	-	-	-
app	store-passport-friends-settings	Focus Shield is available on iPhone and iPad.	Focus Shield is available on iPhone and iPad.	FocusShieldPickerView.swift:271	R	R	R	R	R	R	R	R	R	R
app	app-chrome	Focus Shield is the part I didn't know I needed. Once a flight starts, my phone finally stops feeling like the thing I'm fighting against.	Focus Shield is the part I didn't know I needed. Once a flight starts, my phone finally stops feeling like the thing I'm fighting against.	OnboardingPlanScreens.swift:1152	-	-	-	-	-	-	-	-	-	-
app	store-passport-friends-settings	Focus Shield needs Screen Time permission to block distracting apps during your FocusGlobe flights.	Focus Shield needs Screen Time permission to block distracting apps during your FocusGlobe flights.	FocusShieldPickerView.swift:163	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Focus Shield uses Screen Time, which isn't available on this device.	Focus Shield uses Screen Time, which isn't available on this device.	FocusShieldPickerView.swift:208	R	R	R	R	R	R	R	R	R	R
app	paywall	Focus Timer	Focus Timer	PaywallView.swift:1440	R	R	R	R	R	R	R	R	R	R
app	home-flight	Focus Type	Focus Type	LandingView.swift:93	R	R	R	R	R	R	R	R	R	R
app	paywall	Focus Without Interruptions	Focus Without Interruptions	AppRouter.swift:298	R	R	R	R	R	R	R	R	R	R
app	paywall	Focus Without Limits	Focus Without Limits	AppRouter.swift:321	R	R	R	R	R	R	R	R	R	R
app	misc	Focus above the lagoon	Focus above the lagoon	HomeView.swift:963	R	R	R	R	R	R	R	R	R	R
app	misc	Focus among the stars	Focus among the stars	HomeView.swift:969	R	R	R	R	R	R	R	R	R	R
app	paywall	Focus at a Glance	Focus at a Glance	AppRouter.swift:316	R	R	R	R	R	R	R	R	R	R
app	online	Focus feels better in the sky. Your phone becomes a focus balloon flight.	Focus feels better in the sky. Your phone becomes a focus balloon flight.	ShareService.swift:19	R	R	R	R	R	R	R	R	R	R
app	passport	Focus for a full hour in one flight.	Focus for a full hour in one flight.	PassportView.swift:471	R	R	R	R	R	R	R	R	R	R
app	names	Focus in %@	Focus in %@	HomeView.swift:972	R	R	R	R	R	R	R	R	R	R
app	passport	Focus mix	Focus mix	PassportView.swift:372	R	R	R	R	R	R	R	R	R	R
app	extracted	Focus on %@	Focus on %@		-	-	-	-	-	-	-	-	-	-
app	passport	Focus on three days in a row.	Focus on three days in a row.	PassportView.swift:485	R	R	R	R	R	R	R	R	R	R
app	passport	Focus once above the Swiss Alps.	Focus once above the Swiss Alps.	PassportView.swift:508	R	R	R	R	R	R	R	R	R	R
app	passport	Focus once in the Deep Space Sky.	Focus once in the Deep Space Sky.	PassportView.swift:510	R	R	R	R	R	R	R	R	R	R
app	passport	Focus once in the Desert Night Sky.	Focus once in the Desert Night Sky.	PassportView.swift:506	R	R	R	R	R	R	R	R	R	R
app	passport	Focus once in the Fiji Lagoon Sky.	Focus once in the Fiji Lagoon Sky.	PassportView.swift:497	R	R	R	R	R	R	R	R	R	R
app	passport	Focus once in the Kyoto Lantern Night Sky.	Focus once in the Kyoto Lantern Night Sky.	PassportView.swift:500	R	R	R	R	R	R	R	R	R	R
app	passport	Focus once in the Rainy Tokyo Sky.	Focus once in the Rainy Tokyo Sky.	PassportView.swift:495	R	R	R	R	R	R	R	R	R	R
app	passport	Focus once under the Northern Aurora.	Focus once under the Northern Aurora.	PassportView.swift:503	R	R	R	R	R	R	R	R	R	R
app	home-flight	Focus started	Focus started	FlightSetup.swift:1405	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Focus together	Focus together	CreateRoomView.swift:11	R	R	R	R	R	R	R	R	R	R
app	misc	Focus under desert stars	Focus under desert stars	HomeView.swift:968	R	R	R	R	R	R	R	R	R	R
app	misc	Focus under the aurora	Focus under the aurora	HomeView.swift:965	R	R	R	R	R	R	R	R	R	R
app	paywall	Focus, Elevated	Focus, Elevated	AppRouter.swift:323	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	FocusGlobe Flight	FocusGlobe Flight	InvitePeopleView.swift:101	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	FocusGlobe PRO	FocusGlobe PRO	FocusGlobePROBrand.swift:162	R	R	R	R	R	R	R	R	R	R
app	paywall	FocusGlobe PRO Annual	FocusGlobe PRO Annual	PaywallView.swift:383	R	R	R	R	R	R	R	R	R	R
app	app-chrome	FocusGlobe PRO is active	FocusGlobe PRO is active	HomeStatusControls.swift:152	-	-	-	-	-	-	-	-	-	-
app	app-chrome	FocusGlobe PRO item.	FocusGlobe PRO item.	StoreView.swift:943	-	-	-	-	-	-	-	-	-	-
app	content	FocusGlobe PRO only	FocusGlobe PRO only	FocusSky.swift:147	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	FocusGlobe never sees which apps you choose — your selection stays private on this device.	FocusGlobe never sees which apps you choose — your selection stays private on this device.	FocusShieldPickerView.swift:225	R	R	R	R	R	R	R	R	R	R
app	extracted	Focusing now · %@	Focusing now · %@		-	-	-	-	-	-	-	-	-	-
app	content	Folded & light	Folded & light	Vehicle.swift:39	R	R	R	R	R	R	R	R	R	R
app	store-items	For longer flights	For longer flights	StoreItem.swift:463	R	R	R	R	R	R	R	R	R	R
app	store-items	For your best ideas	For your best ideas	StoreItem.swift:426	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Four widgets for your Home & Lock Screen	Four widgets for your Home & Lock Screen	WidgetGallery.swift:75	R	R	R	R	R	R	R	R	R	R
app	store-items	Framed Poster	Framed Poster	StoreItem.swift:438	R	R	R	R	R	R	R	R	R	R
app	use-site-review	Free	Free	Price tier of a balloon skin — free of charge. Never 'release'.	R	R	R	R	R	R	R	R	R	R
app	home-flight	Free Coin Spin	Free Coin Spin	CoinRewardsView.swift:148	R	R	R	R	R	R	R	R	R	R
app	home-flight	Free Coin Spin. Watch a video to spin for Focus Coins.	Free Coin Spin. Watch a video to spin for Focus Coins.	HomeStatusControls.swift:89	R	R	R	R	R	R	R	R	R	R
app	content	Free Sky	Free Sky	FocusSky.swift:241	R	R	R	R	R	R	R	R	R	R
app	passport	Friend Flight	Friend Flight	PassportView.swift:517	R	R	R	R	R	R	R	R	R	R
app	online	Friend Requests	Friend Requests	FriendsView.swift:214	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Friend joins	Friend joins	FriendsView.swift:471	R	R	R	R	R	R	R	R	R	R
app	names	Friends	Friends	AppShell.swift:49	R	R	R	R	R	R	R	R	R	R
app	names	Galaxy	Galaxy	BalloonSkin.swift:129	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Gentle feedback on take-off & landing	Gentle feedback on take-off & landing	SettingsView.swift:293	R	R	R	R	R	R	R	R	R	R
app	app-chrome	Gentle tones tuned for concentration.	Gentle tones tuned for concentration.	OnboardingView.swift:916	-	-	-	-	-	-	-	-	-	-
app	store-passport-friends-settings	Get Coins	Get Coins	StoreView.swift:114	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Get Focus Coins	Get Focus Coins	StoreView.swift:129	R	R	R	R	R	R	R	R	R	R
app	paywall	Get twice the Coins from every completed journey with PRO.	Get twice the Coins from every completed journey with PRO.	AppRouter.swift:335	R	R	R	R	R	R	R	R	R	R
app	onboarding	Get your data and insights in Passport	Get your data and insights in Passport	OnboardingPlanScreens.swift:1113	R	R	R	R	R	R	R	R	R	R
app	onboarding	Getting started	Getting started	OnboardingView.swift:973	R	R	R	R	R	R	R	R	R	R
app	online	Getting your flight ready to share — please try again in a moment.	Getting your flight ready to share — please try again in a moment.	OnlineError.swift:34	R	R	R	R	R	R	R	R	R	R
app	extracted	Gift expires in %@	Gift expires in %@		-	-	-	-	-	-	-	-	-	-
app	extracted	Globe	Globe	The rotating world on Home, not a lamp.	-	-	-	-	-	-	-	-	-	-
app	app-chrome	Golden Hour	Golden Hour	SkyScene.swift:58	-	-	-	-	-	-	-	-	-	-
app	flight	Good afternoon	Good afternoon	Formatters.swift:138	R	R	R	R	R	R	R	R	R	R
app	flight	Good evening	Good evening	Formatters.swift:139	R	R	R	R	R	R	R	R	R	R
app	flight	Good morning	Good morning	Formatters.swift:137	R	R	R	R	R	R	R	R	R	R
app	flight	Good night	Good night	Formatters.swift:140	R	R	R	R	R	R	R	R	R	R
app	flight	Great start — come back tomorrow to keep it alive.	Great start — come back tomorrow to keep it alive.	StreakDetailsView.swift:201	R	R	R	R	R	R	R	R	R	R
app	flight	Grows on landing	Grows on landing	LeaveFlightConfirmation.swift:66	R	R	R	R	R	R	R	R	R	R
app	content	Hanging above, to the left	Hanging above, to the left	StoreItem.swift:74	R	R	R	R	R	R	R	R	R	R
app	content	Hanging above, to the right	Hanging above, to the right	StoreItem.swift:75	R	R	R	R	R	R	R	R	R	R
app	content	Hanging · Left	Hanging · Left	StoreItem.swift:54	R	R	R	R	R	R	R	R	R	R
app	content	Hanging · Right	Hanging · Right	StoreItem.swift:55	R	R	R	R	R	R	R	R	R	R
app	names	Haptics	Haptics	SettingsView.swift:292	R	R	R	R	R	R	R	R	R	R
app	online	Harassment or bullying	Harassment or bullying	PilotProfileSheet.swift:17	R	R	R	R	R	R	R	R	R	R
app	content	Head in the clouds	Head in the clouds	BalloonSkin.swift:133	R	R	R	R	R	R	R	R	R	R
app	names	Headphones	Headphones	StoreItem.swift:432	R	R	R	R	R	R	R	R	R	R
app	store-items	Heart Straw Boba Tea	Heart Straw Boba Tea	StoreItem.swift:475	R	R	R	R	R	R	R	R	R	R
app	home-flight	Hide controls, keep a tiny timer	Hide controls, keep a tiny timer	FocusSessionView.swift:1241	R	R	R	R	R	R	R	R	R	R
app	home-flight	Hide this pilot	Hide this pilot	AmbientPilotsLayer.swift:498	R	R	R	R	R	R	R	R	R	R
app	content	High snowy peaks in a cold, clean sunrise glow.	High snowy peaks in a cold, clean sunrise glow.	FocusSky.swift:286	R	R	R	R	R	R	R	R	R	R
app	names	History	History	HistoryView.swift:11	R	R	R	R	R	R	R	R	R	R
app	content	Ho Ho Ho	Ho Ho Ho	BalloonSkin.swift:116	R	R	R	R	R	R	R	R	R	R
app	home-flight	Hold to leave	Hold to leave	FocusSessionView.swift:1117	R	R	R	R	R	R	R	R	R	R
app	paywall	Hold your journey safely when real life needs a moment.	Hold your journey safely when real life needs a moment.	AppRouter.swift:340	R	R	R	R	R	R	R	R	R	R
app	names	Home	Home	AppShell.swift:48	R	R	R	R	R	R	R	R	R	R
app	content	Hook · Left	Hook · Left	StoreItem.swift:52	R	R	R	R	R	R	R	R	R	R
app	content	Hook · Right	Hook · Right	StoreItem.swift:53	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	How it works	How it works	FriendsView.swift:465	R	R	R	R	R	R	R	R	R	R
app	onboarding	How long can you focus today?	How long can you focus today?	OnboardingView.swift:400	R	R	R	R	R	R	R	R	R	R
app	app-chrome	How long is your first flight?	How long is your first flight?	OnboardingPlanScreens.swift:821	-	-	-	-	-	-	-	-	-	-
app	store-passport-friends-settings	How to add this widget	How to add this widget	WidgetGallery.swift:479	R	R	R	R	R	R	R	R	R	R
app	onboarding	How you'll get there	How you'll get there	OnboardingPlanScreens.swift:470	R	R	R	R	R	R	R	R	R	R
app	store-items	Hydration for the long route	Hydration for the long route	StoreItem.swift:482	R	R	R	R	R	R	R	R	R	R
app	app-chrome	I lose momentum partway	I lose momentum partway	OnboardingView.swift:944	-	-	-	-	-	-	-	-	-	-
app	app-chrome	I put things off	I put things off	OnboardingView.swift:943	-	-	-	-	-	-	-	-	-	-
app	app-chrome	I struggle to get started	I struggle to get started	OnboardingView.swift:946	-	-	-	-	-	-	-	-	-	-
app	app-chrome	I've tried a lot of focus timers. This is the first one that feels like a place I actually want to come back to every day.	I've tried a lot of focus timers. This is the first one that feels like a place I actually want to come back to every day.	OnboardingPlanScreens.swift:1154	-	-	-	-	-	-	-	-	-	-
app	store-items	Iced Latte	Iced Latte	StoreItem.swift:421	R	R	R	R	R	R	R	R	R	R
app	flight	In flight	In flight	FocusSessionViewModel.swift:253	R	R	R	R	R	R	R	R	R	R
app	app-chrome	In your cabin	In your cabin	StoreView.swift:294	-	-	-	-	-	-	-	-	-	-
app	app-chrome	In your cabin.	In your cabin.	StoreView.swift:941	-	-	-	-	-	-	-	-	-	-
app	online	Inappropriate alias	Inappropriate alias	PilotProfileSheet.swift:17	R	R	R	R	R	R	R	R	R	R
app	flight	Incredible focus. Protect your streak today.	Incredible focus. Protect your streak today.	StreakDetailsView.swift:203	R	R	R	R	R	R	R	R	R	R
app	online	Infinite Flight	Infinite Flight	JoinFlightView.swift:28	R	R	R	R	R	R	R	R	R	R
app	extracted	Infinity	Infinity	An open-ended focus flight with no set duration. FocusGlobe PRO.	-	-	-	-	-	-	-	-	-	-
app	flight	Infinity, FocusGlobe PRO	Infinity, FocusGlobe PRO	FlightSetup.swift:685	R	R	R	R	R	R	R	R	R	R
app	online	Internet connection required for Online flights.	Internet connection required for Online flights.	FocusConnectivity.swift:51	R	R	R	R	R	R	R	R	R	R
app	extracted	Invite	Invite	LobbySeatGrid.swift:90	-	-	-	-	-	-	-	-	-	-
app	names	Invite %lld friends or upgrade to FocusGlobe PRO to unlock %@.	Invite %lld friends or upgrade to FocusGlobe PRO to unlock %@. | plural: Invite %1$lld friends or upgrade to FocusGlobe PRO to unlock %2$@.		R	R	R	R	R	R	R	R	R	R
app	home-flight	Invite Friends	Invite Friends	FocusSessionView.swift:1345	R	R	R	R	R	R	R	R	R	R
app	store-passport-friends-settings	Invite a friend	Invite a friend	FriendsView.swift:440	R	R	R	R	R	R	R	R	R	R
